,Unnamed: 0,district,complex_name,rental_period,use_type,building_type,floor,layout,sqmeters,address,price,amenities,descript,address_translate
5524,5524,徐汇-老法租界,,长租,住宅,老洋房,*/3层,2室2厅2卫,80平米,太原路87弄1号,13800.0,"['暖气', '户外空间', '', '空调', '独卫', 'WIFI']","['太原路87弄乙1号101室', '2房2厅2卫', '带花园', '居家工作室均可', '现有短租客户', '9月15号到期', '看房要提前预约']",太原路87弄1号
5525,5525,黄浦-新天地 ,新天地时尚,长租,住宅,老洋房,*/2层,1室1厅1卫,25平米,3500元新天地地铁路245号32栋新天地时尚,5432.1,['独卫'],"['出租', '新天地', '精品稀缺小户型地址', '肇周路332弄12号301室房型', '1室户面积', '15平价格', '3500元', '月看房联系', '1870', '1818', '126想居出品']",3500元新天地地铁路245号
5526,5526,嘉定-江桥,金鹤新城水岸金桥苑,长租,住宅,新式里弄,*/13层,1室1厅1卫,57平米,鹤霞路555弄56号金鹤新城水岸金桥苑,4020.0,"['浴缸', '空调', '独卫', '阳台']","['13号线金云路', '正常付', '4730元半年付9', '5折年付8', '5折', '随时好', '看房子']",鹤霞路555弄56号
5527,5527,浦东-高行,证大家园五期,长租,住宅,新式里弄,*/11层,3室2厅1卫,117平米,利津路1313弄23号证大家园五期,7007.0,"['空调', '户外空间', '浴缸', '独卫']","['6', '12号线', '租金', '10010元半年付9510折年付7007元', '随时好看房子']",利津路1313弄23号
5538,5538,浦东-其他,东方城市花园2期,长租,住宅,新式里弄,*/14层,2室2厅1卫,116平米,东方路1881弄23号东方城市花园2期,10450.0,"['户外空间', '空调', '独卫', '阳台']","['地址', '东方城市花园二期23号1202室', '户型', '2', '2', '79平米整租', '租金', '10450元', '地铁', '6号线上海儿童医学中心', '付款', '半年付9928元年付8883元', '电话', '158_2103_6532郑先生微信同号']",东方路1881弄23号
5539,5539,闵行-七宝,九歌花园,长租,住宅,新式里弄,*/12层,3室2厅1卫,112平米,漕宝路1467弄48号九歌花园,10780.0,"['独卫', '阳台', '空调']","['9号线合川路', '半年付9', '5折年付8', '5折']",漕宝路1467弄48号
5540,5540,黄浦-蓬莱公园,中福花苑1期,长租,住宅,新式里弄,*/19层,2室1厅1卫,57平米,海潮路93弄5号中福花苑1期,9570.0,"['空调', '独卫', '阳台']","['4号线南浦大桥', '半年付9', '5折', '年付8', '5折']",海潮路93弄5号
5541,5541,浦东-其他,华侨城,长租,住宅,新式里弄,*/4层,2室2厅1卫,102平米,陈行公路1528号33栋华侨城,6600.0,"['空调', '浴缸']","['随时好看房子', '半年付9', '5折年付8', '5折', '可以', '电话联系最新价格']",陈行公路1528号
5548,5548,长宁-中山公园,长新小区,长租,住宅,老公房,*/7层,1室1厅1卫,42平米,长宁路405弄24号长新小区,5800.0,"['', '空调', '独卫', '阳台', 'WIFI']","['房子一房一厅', '紧邻江苏路地铁站2', '11号沿线500米左右', '看房随时', '找稳定租客']",长宁路405弄24号
5554,5554,徐汇-老法租界,慎成里,长租,住宅,新式里弄,*/2层,1室1厅1卫,60平米,襄阳南路357弄16号慎成里,10800.0,"['浴缸', '空调', '独卫']","['靠近陕西南路商圈', '闹中取静', '复式楼层', '精装全套', '配有浴缸', '不做名宿']",襄阳南路357弄16号
5555,5555,长宁-其他,东方曼哈顿尚东区,长租,住宅,新式里弄,*/32层,2室2厅1卫,86平米,虹桥路168弄128号9栋东方曼哈顿尚东区,17000.0,"['空调', '阳台', '户外空间', '浴缸', 'WIFI']","['安保比较严格', '进去的时候', '记得躲保安', '密码锁', '提前半小时联系即可', '这边给你设置临时密码', '加油']",虹桥路168弄128号
5559,5559,徐汇-老法租界,,长租,住宅/工作室,老公房,*/6层,2室2厅2卫,100平米,兴国路171号,18000.0,"['暖气', '', '空调', '独卫']","['兴国路', '武康路', '全新涉外装修', '开放式厨房', '全屋地暖', '适合住家或者不扰民的工作室', '靠近地铁11号线交通大学或者10号线上海图书馆', '随时可起租']",兴国路171号
5573,5573,徐汇-老法租界,,长租,住宅/工作室,老洋房,整栋,4室1厅3卫,160平米,泰安路10弄1号甲弄1号栋,50000.0,"['浴缸', '户外空间', '', '', '空调', '独卫', '阳台', '暖气']","['周边介绍', '泰安路近武康路', '沪上最潮露台聚集地武康庭近在咫尺', '50米', '武康路上老洋房', '特色餐饮', '潮店', '名人故居汇集', '并串联了法租界最美的几条街道复兴西路', '湖南路', '兴国路', '安福路', '五原路等', '自然环境优越', '人文气息浓厚', '路北端与安福路口是商业生活三角地', '路南端与淮海中路口有必游之地邬达克最具代表性的作品武康大楼', '附近还有老麦咖啡馆', 'Starbucks及', 'Arabica', '上海图书馆', '大隐书局', '余庆路隐溪茶馆', '设计共和', '天平路老吉士酒家', '安福路上的Sunflour', '烘焙', '乌鲁木齐中路的Avocado', 'Lady', '食材', '复兴西路丁香花园及散落在各条小街上的各色酒吧等独具一格', '商业中心徐家汇', '静安寺均在两公里范围内可步行前往', '随处更有共享单车可供使用', '如果喜欢健走或者跑步', '附近街区几个街区都是非常适合', '还可以前往', '米远的华山绿地或者徐家汇公园享受更为清新的空气', '房屋介绍', '三层整栋', '独立空间', '院子', '露台', '还有爬满侧后墙面及整个篱笆的爬山虎', '绿意盎然', '全屋墙暖', '各厅室均有窗', '宽敞明亮的客厅及开放式厨房', '使用功能齐全', '风格自由活泼', '主要家电齐全', '居家', '商用两宜', '二楼卧室宽敞', '如商用可改为主办公区域', '三楼有坡顶', '富有变化', '二楼及三楼均为独立完整的卫生间', '非常宽敞', '其中二楼有淋浴及铸铁老浴缸', '三楼卫生间有淋浴间', '一楼后间如一可以做为保姆房', '有独立沐浴设施', '如商用可作卧室', '办公室或者文件室等', '亭子间装修雅致', '可根据需求决定用途', '交通介绍', '距离交通大学地铁站', '10号及11号线', '550米6分钟步行可达', '泰安路一侧有附近少有的规划停车位', '自家车辆或者好友客户驾车来访都免去了被警察罚款的顾虑']",泰安路10弄1号
5574,5574,徐汇-田林,田林十四村,长租,住宅,老公房,*/6层,1室0厅1卫,30平米,宜山路697号42栋田林十四村,5900.0,"['空调', '独卫', '阳台']","['田林十四村42号203室', '面积30平', '正南一室户', '二楼黄金楼层', '房子刚刚装修好一年', '7月11号到期', '现在里面有租客', '看房提前约', '地铁桂林路9号线']",宜山路697号
5576,5576,静安-静安寺,华山路公房,长租,住宅,老公房,*/6层,1室1厅1卫,45平米,华山路413号华山路公房,8000.0,"['空调', '独卫']","['法租界好房', '一房一厅', '面积45平', '涉外装修', '已经空关', '看房方便']",华山路413号
5577,5577,徐汇-徐家汇,谨斜小区,长租,住宅,老公房,*/6层,1室0厅1卫,35平米,斜土路2179号谨斜小区,6300.0,"['空调', '独卫']","['谨斜小区', '南北通大一室户', '四楼黄金楼层', '精装修', '状态保持的非常好', '已经空关', '看房方便', '小区生活非常方便', '旁边就是家乐福超市', '近医院']",斜土路2179号
5578,5578,长宁-新华路,田渡,长租,住宅,老公房,*/6层,1室1厅1卫,40平米,新华路569弄9号9栋田渡,6800.0,"['空调', '独卫', '阳台']","['田渡小区', '大一室户', '新华路版块', '交通大学附近', '面积40平米', '报价6800元', '月', '付35佣', '新华路569弄106支弄9号602室', '看房提前半小时联系', '装修刚满一年']",新华路569弄9号
5581,5581,徐汇-徐家汇,,长租,住宅,老公房,*/6层,1室1厅1卫,45平米,华山路413号,8000.0,"['空调', '独卫', '阳台']","['涉外装修', '内配烤箱已空关', '看房方便']",华山路413号
5584,5584,徐汇-龙华,龙南五村,长租,住宅,老公房,*/6层,2室1厅1卫,65平米,龙水南路3号100栋龙南五村,4900.0,"['阳台', 'WIFI', '空调', '独卫']","['市场价格', '随时看房', '有客户联系']",龙水南路3号
5587,5587,静安-不夜城,五月花都荟贤居,长租,住宅,,*/17层,1室1厅1卫,68平米,普善横路37号五月花都荟贤居,11000.0,"['', '空调', '独卫', '阳台', 'WIFI']","['一周结佣精装全配', '标准一房', '随时看房']",普善横路37号
5588,5588,普陀-长寿路,万业新阶,长租,住宅,,整栋,2室1厅2卫,116平米,中山北路1418弄1号万业新阶,11500.0,"['WIFI', '独卫', '', '', '空调']","['A座大户型朝南的房间', '刚出来的', '状态非常好', '欢迎带看']",中山北路1418弄1号
5589,5589,闸北-闸北公园,五月花都荟贤居,长租,住宅,,整栋,1室1厅1卫,70平米,普善横路37弄4号五月花都荟贤居,11500.0,"['', '', '空调', '独卫', 'WIFI']","['一周结佣', '随时看房']",普善横路37弄4号
5590,5590,徐汇-老法租界,,长租,住宅,新式里弄,*/3层,1室2厅1卫,65平米,襄阳南路357弄40号,9800.0,"['暖气', '户外空间', '空调', '独卫', 'WIFI']","['全屋地暖', '底楼带10平方院子', '精装修', '拎包入住', '层高3', '8米', '独门进出', '随时看房']",襄阳南路357弄40号
5593,5593,普陀-长寿路,万业新阶,长租,住宅,,*/22层,2室1厅2卫,110平米,中山北路1482弄1482号万业新阶,11000.0,"['', '空调', '独卫', 'WIFI', '阳台']","['苏州河风景房', '高楼层视野开阔采光极佳', '家具全配拎包入住', '包物业', '看房提前30分钟打电话预约']",中山北路1482弄1482号
5596,5596,普陀-长征,新长征花苑,长租,住宅/工作室,老公房,*/6层,2室1厅1卫,75平米,清峪路81弄139号甲栋新长征花苑,9000.0,"['户外空间', '空调', '独卫', '阳台', 'WIFI']","['祁连山南路', '特色公寓民宿', '虹桥会展中心']",清峪路81弄139号
5601,5601,徐汇-老法租界,实业公寓,长租,住宅,别墅,*/32层,5室2厅2卫,150平米,漕溪北路28弄38号实业公寓,20000.0,"['空调', '独卫', '阳台']","['租金佣金', '佣金一个月不含糊看房提前微信预约', '拒绝打盘电话联系何']",漕溪北路28弄38号
5606,5606,黄浦-淮海中路,,长租,住宅,老洋房,*/3层,1室2厅2卫,70平米,南昌路222号,10500.0,"['浴缸', '户外空间', '空调', '独卫', '阳台']","['租客已经搬走了', '看房基本随时']",南昌路222号
5611,5611,黄浦-人民广场,怡水豪庭,长租,住宅/工作室,,*/3层,1室1厅1卫,89平米,南苏州路933弄1号怡水豪庭,12500.0,"['', '', '空调', 'WIFI', '独卫', '户外空间']","['面积', '89平米', '佣金', '1个月该房屋位于人民广场', '5分钟步行至大悦城shopping', 'mall', '10分钟可步行至南京东路步行街', '地铁站8', '12号线曲阜路站', '房屋可看苏州河景观', '无遮挡']",南苏州路933弄1号
5615,5615,静安-南京西路,模范村,长租,住宅/工作室,老洋房,*/3层,1室1厅1卫,55平米,延安中路877弄1号模范村,10500.0,"['暖气', '户外空间', '空调', '独卫', 'WIFI']","['地暖', '品牌家电', '全屋定制', '钻石地段', '位置', '延安中路877弄模范村1号1楼', '交通', 'Line2', '7', '静安寺', '结构', '1室', '1厅', '1卫', '55平', '租金', '10500元', '月']",延安中路877弄1号
5649,5649,徐汇-老法租界,,长租,住宅,新式里弄,*/3层,1室1厅1卫,50平米,瑞金二路70弄30号3栋,8500.0,"['空调', '独卫', 'WIFI']",['看房随时'],瑞金二路70弄30号
5650,5650,徐汇-老法租界,,长租,住宅,老公房,*/6层,1室1厅1卫,70平米,复兴中路1315弄4号,9800.0,"['阳台', '空调', '独卫', 'WIFI']","['租客7月5日到期', '看房提前约']",复兴中路1315弄4号
5652,5652,静安-南京西路,骏豪国际,长租,住宅,,整栋,1室1厅1卫,51平米,陕西北路288弄1号骏豪国际,7500.0,"['暖气', '空调', '独卫', 'WIFI']","['1', '地段', '南京西路', '楼下就是恒隆广场2', '距离南京西路地铁站500米', '3', '精装修', '户型是大楼里最好的', '没有斜角没有柱子', '视野没有遮挡', '4', '我是房东本人', '沟通方便', '尽量满足租客需求']",陕西北路288弄1号
5653,5653,静安-静安寺,常德路,长租,住宅,新式里弄,*/3层,1室1厅1卫,70平米,常德路587弄8号常德路,8500.0,"['户外空间', '空调', '独卫', '阳台', 'WIFI']","['常德路800秀对面', '昌平路地铁步行3分钟', '精装', '复式', '挑空厅', '首次出租', '希望租客稳定作息规律']",常德路587弄8号
5658,5658,徐汇-肇嘉浜路,永嘉路277弄,长租,住宅,老洋房,*/5层,1室1厅1卫,33平米,永嘉路277弄路2号2栋永嘉路277弄,8500.0,"['暖气', '空调', 'WIFI']","['精装全配', '拎包入住', '看房可提前联系']",永嘉路277弄路2号
5659,5659,黄浦-其他,上海滩新昌城,长租,住宅,新式里弄,*/12层,3室2厅2卫,137平米,新昌路477弄8号上海滩新昌城,23000.0,"['暖气', '浴缸', '户外空间', '独卫', '阳台', 'WIFI', '空调']","['精装全配', '看房可提前预约']",新昌路477弄8号
5666,5666,黄浦-蓬莱公园,中福花苑2期,长租,住宅,新式里弄,*/34层,2室1厅1卫,62平米,中山南路1358弄25号中福花苑2期,8800.0,"['空调', '独卫', '阳台']","['近地跌4号线南浦大桥付款好优惠半年付送一个月年付送两个月', '看', '房子随时联系']",中山南路1358弄25号
5668,5668,浦东-陆家嘴,梅园三街坊,长租,住宅,新式里弄,*/6层,1室1厅1卫,29平米,lv路130弄3号梅园三街坊,4840.0,"['空调', '独卫']","['地址', '梅园三街坊3号403室', '户型', '1', '1', '平米整租', '租金', '4840元', '地铁', '2', '4', '6号线世纪大道', '付款', '半年付送一个月年付送两个月', '电话', '158_2103_6532郑先生微信同号']",lv路130弄3号
5673,5673,黄浦-打浦桥,,长租,住宅,老公房,*/6层,1室0厅1卫,35平米,铁道路776弄10号,6200.0,"['独卫', '阳台', '空调']","['铁道路776弄10号602室', '客户转租', '看房方便', '图片真实', '刚刚装修一年', '房子保持状态良好', '干净整洁', '拎包入住']",铁道路776弄10号
5678,5678,闵行-莘庄,新梅花苑,长租,住宅,老公房,*/5层,2室2厅1卫,65平米,报春路388弄26号新梅花苑,7000.0,"['独卫', '空调']","['全新涉外装修', '靠近1号线的外环路站', '附近配套齐全', '交通方便', '半年起租']",报春路388弄26号
5680,5680,虹口-临平路,艾格瑞服务式公寓,长租,住宅/工作室,,*/20层,1室1厅1卫,50平米,虹关路365弄1号艾格瑞服务式公寓,8000.0,"['暖气', '浴缸', '户外空间', '', '', '空调', '独卫', '阳台', 'WIFI']","['虹口新天地', '瑞虹月亮湾全新服务式公寓闪亮登场', '一房', '平米', '租金', '月二房', '平米', '租金', '月提供床上用品', '锅碗瓢盆', '定期阿姨打扫长租短租均可', '短租适当溢价', '欢迎中介推荐交通四通八达', '十分钟车程到东方明珠或者人民广场', '周边地铁10号线邮电新村站', '8号线鞍山地铁站', '4号线临平路站']",虹关路365弄1号
5682,5682,徐汇-老法租界,上海新邨,长租,住宅/工作室,新式里弄,*/3层,1室0厅1卫,20平米,淮海中路1487弄37号上海新邨,4500.0,"['', '空调', '独卫']","['上海新邨37号1楼', '看房提前约']",淮海中路1487弄37号
5685,5685,徐汇-老法租界,上海上海嗷屋OWLRoom民宿,长租,住宅,老洋房,整栋,1室1厅1卫,27平米,永嘉路277号2栋上海上海嗷屋OWLRoom民宿,8500.0,"['空调', '独卫', '阳台', 'WIFI']","['小区位置', '拎包入住', '无中介费', '交通便利', '步行可达1', '10', '12', '号线', '地铁站', '陕西南路', '房屋情况', '密码锁', '随时带看', '民用水电煤', '免费', 'WIFI', '车位可租', '房屋设施', '冰箱', '空调', '微波炉', '书桌', '台灯', '大衣柜', '洗衣机', '烘干机', '居家电器', '一应俱全', '室友情况', '欧美室友', '海归', '留学生', '精英白领精装修', '北欧风', '阳光充足', '南北通透', '小区环境清幽', '绿化覆盖率达60', '藤蔓绕长廊', '翠竹立一旁', '假山小瀑布', '参天大古树', '花园式建筑', '茶余饭后遛弯很舒服', '周边农工商银行', '中心医院', '菜市场', '永辉', '大润发超市', '小短腿', '小馋嘴', '亲测', '最远百米必达', '天南地北', '齐聚魔都', '世界之大', '我们就是一个家', '我们用心服务上千位年轻欧美客户', '秉承着爱人如己的核心价值观', '不懈追求更高的质量与服务水平', '为客户创造更美好的居住体验', '我们致力于为千万都市白领带来家的归属感', '这里就是你的家', '我们的客户是来自欧美各国和全国各地的精英年轻人', '在这里', '你可以分享和学习不同的语言和文化', '传递爱与温暖就是我们的使命', '如需进一步了解', '请拨打我们管家小哥哥', '姐姐电话', '恭候您', '大驾光临', '哦']",永嘉路277号
5686,5686,长宁-中山公园,大家源新城,长租,住宅,新式里弄,*/32层,2室2厅1卫,95平米,万航渡路2088弄2号大家源新城,14500.0,"['浴缸', '空调', '阳台', 'WIFI']","['小区位置', '拎包入住', '交通便利', '步行可达', '2号线', '地铁站中山公园', '房屋情况', '密码锁', '随时带看', '民用水电煤', '免费', 'WIFI', '车位可租', '房屋设施', '冰箱', '空调', '微波炉', '书桌', '台灯', '大衣柜', '洗衣机', '烘干机', '居家电器', '一应俱全', '室友情况', '欧美室友', '海归', '留学生', '精英白领精装修', '北欧风', '阳光充足', '南北通透', '小区环境清幽', '绿化覆盖率达60', '藤蔓绕长廊', '翠竹立一旁', '假山小瀑布', '参天大古树', '花园式建筑', '茶余饭后遛弯很舒服', '周边农工商银行', '中心医院', '菜市场', '永辉', '大润发超市', '小短腿', '小馋嘴', '亲测', '最远百米必达', '天南地北', '齐聚魔都', '世界之大', '我们就是一个家', '我们用心服务上千位年轻欧美客户', '秉承着爱人如己的核心价值观', '不懈追求更高的质量与服务水平', '为客户创造更美好的居住体验', '我们致力于为千万都市白领带来家的归属感', '这里就是你的家', '我们的客户是来自欧美各国和全国各地的精英年轻人', '在这里', '你可以分享和学习不同的语言和文化', '传递爱与温暖就是我们的使命', '如需进一步了解', '请拨打我们管家小哥哥', '姐姐电话', '恭候您', '大驾光临', '哦']",万航渡路2088弄2号
5688,5688,静安-南京西路,,长租,住宅,老洋房,*/3层,1室1厅1卫,40平米,兴安路149号1栋,7500.0,"['暖气', '空调', '独卫', '阳台']","['兴安路靠近淮海路', '近地铁', '可民宿', '看房从兴安路149号后门进']",兴安路149号
5689,5689,静安-新闸路,新福康里,长租,住宅/工作室,新式里弄,整栋,5室2厅3卫,460平米,新闸路888弄40号新福康里,46000.0,"['浴缸', '户外空间', '空调', '独卫', '阳台', 'WIFI']","['屋况', '精装修', '整栋出租', '共四层', '1楼', '1卫1厨2厅2楼', '3室1卫3楼', '2室1卫1露台4楼', '1储物间住宿', '轻办公都可以', '看房提前一天约']",新闸路888弄40号
5692,5692,徐汇-老法租界,,长租,住宅,老洋房,*/4层,1室1厅1卫,50平米,永嘉路277弄2号,8500.0,"['暖气', '空调', '独卫', 'WIFI']","['屋况', '精装修', '老洋房', '民用水电', '拎包入住', '交通', '嘉善路', '陕西南路地铁口', '付款', '压二付二', '合同一年起', '付佣', '8500', '付全佣']",永嘉路277弄2号
5710,5710,徐汇-老法租界,树德坊,长租,住宅,新式里弄,*/4层,1室1厅1卫,55平米,天平路288弄18号树德坊,12500.0,"['独卫', '阳台', 'WIFI', '空调', '浴缸']","['优惠啦', 'Top', 'Lanehouse', 'of', 'Xujiahui', '天平路树德坊', '靠近衡山路', '紧邻衡山坊', '大1房带阳光天井', '新装修', '随时入住', '位置', '天平路288弄18号前门', '房型', '1房1厅1厨1卫1天井', '55平', '描述', '该小区为市中心少有的高品质新里', '紧靠衡山坊', '衡山坊是其部分的改建', '办公租金高达16元', '平房', '可见地段之好', '该房屋位于小区中间', '出入方便', '闹中取静', '房屋内部为现代简约设计', '高品质装修', '瑞士原装进口地板', '洗衣机', '烘干机', '爱马仕陶瓷饰品', '优质物业管理', '价格', '12500', '包物业不包发票', '佣金', '100', '看房方式', '联系', 'Amy', '沈', '随时可以看', '提前半小时预约即可']",天平路288弄18号
5712,5712,普陀-中远两湾城,万业新阶,长租,住宅,,整栋,2室2厅2卫,110平米,中山北路1482弄2号万业新阶,10500.0,"['', '', '空调', '独卫', 'WIFI']","['这套是目前仅存唯一一套南北通透的房间', '精品酒店式公寓', '1', '房间装修考究', '复式两层', '家具齐全', '为您配备了冰箱', '洗衣机', '中央空调等各种生活家电', '您可以享受免费上网和网络电视', '同时为您提供床上用品和各种生活用品', '您可以拎包入住', '2', '每月我们免费赠送您4次保洁', '为您更换新的床上用品', '公寓楼内全天安保', '包物业', '地下车库车位充足', '电梯直达方便快捷', '3', '临近3', '4号地铁中潭路地铁站50米', '步行2分钟', '周边交通四通八达', '方便您的出行', '4', '公寓周边服务设施齐全', '健身房', '各类餐厅', '休闲咖啡厅', '生活超市琳琅满目', '周边工商银行', '交通银行', '兴业银行', '招商银行等环绕林立', '满足您的金融服务需要']",中山北路1482弄2号
5714,5714,徐汇-老法租界,长春小区,长租,住宅,老公房,*/6层,2室1厅1卫,80平米,中山西路1788弄2号长春小区,8500.0,['空调'],"['超大两房朝南', '厨卫全明', '精装修', '全新家电', '地铁3', '4', '9号线步行10分钟', '看房提前半天预约', '中山西路1788弄2号601室', '交房时里面临时放置的物品会清空', '保洁', '随时起租']",中山西路1788弄2号
5723,5723,徐汇-老法租界,,长租,住宅/工作室,新式里弄,*/4层,2室2厅2卫,120平米,襄阳南路306弄11号,19000.0,"['暖气', '浴缸', '户外空间', '', '空调', '独卫', '阳台', 'WIFI']","['空房', '全新装修', '开放式厨房', '天窗', '阳台', '襄阳南路306弄11号后门3复4楼', '永康路91弄进', 'IAPM', '地铁1', '10', '12号线步行10分钟', '永康路0距离楼道干净', '一门关起租快满佣', '个佣echo']",襄阳南路306弄11号
5727,5727,静安-南京西路,新福康里,长租,住宅,别墅,整栋,5室2厅3卫,198平米,泰兴路458号40栋新福康里,46000.0,"['暖气', '户外空间', '空调', '独卫', '阳台', 'WIFI', '浴缸']","['这栋别墅', '一共三层', '目前是经营一家美容机构', '近自然博物馆地铁口', '南京西路', '恒隆广场', '梅龙镇广场', '新闸路888弄40号', '看房提前沟通下', '超大', '应该有五间主卧可以做民宿', '青旅', '超好', '超好', '报价月租金', '46000', '中介佣金100']",泰兴路458号
5733,5733,静安-静安寺,五月花都荟贤居,长租,住宅,,整栋,1室1厅1卫,70平米,芷江西路386弄4号五月花都荟贤居,11800.0,"['暖气', '', '空调', '独卫', 'WIFI']","['包含物业宽带保洁', '随时可以预约看房']",芷江西路386弄4号
5736,5736,徐汇-老法租界,衡山路696弄小区,长租,住宅/工作室,老洋房,*/5层,1室1厅1卫,50平米,衡山路696弄1号衡山路696弄小区,10000.0,['户外空间'],"['衡山路地铁站步行5分钟', '看房加微信']",衡山路696弄1号
5738,5738,徐汇-老法租界,汾阳小区,长租,住宅,新式里弄,*/3层,1室3厅1卫,55平米,汾阳路9弄9号9栋汾阳小区,14500.0,"['暖气', '户外空间', '', '空调', '独卫', '阳台']","['东遇', '汾阳路9弄', '位置', '徐汇区', '汾阳路9弄9号106室', '靠近淮海中路', '襄阳南路', '距离陕西南路地铁站100米', '格局', '公房', '1楼', '总高3楼', '1室3厅1卫', '使用面积55', '庭院15', '配置', '全屋地暖', '精装全配', '烤箱', '小米电视', '冰箱', '洗衣烘干一体机', '指纹密码门']",汾阳路9弄9号
5739,5739,徐汇-老法租界,永嘉新村,长租,住宅,新式里弄,*/3层,2室1厅1卫,50平米,永嘉路580弄3号1栋永嘉新村,9500.0,"['暖气', '空调', '独卫']","['精装LOFT', '榻榻米房', '开敞厨房', '全屋地暖', '洗衣机烘干', '乐视电视', '密码门']",永嘉路580弄3号
5770,5770,徐汇-老法租界,树德坊,长租,住宅,新式里弄,整栋,2室1厅1卫,36平米,天平路288弄28号树德坊,16000.0,"['暖气', '空调', '独卫']","['天平路衡山路整栋新里树德坊', '二房一厅带露台有墙暖', '正宗徐家汇中心核心地段', '毗邻衡山公园', '闹中取静之新里整栋房屋', '租客本月底到期', '租金16000', '本月底前添置物品后将重新发布精美照片', '看房提前联系涛哥', '菠菜的微信', '地段租金确实嗲', '签约即可拎包入住']",天平路288弄28号
5771,5771,徐汇-老法租界,太原路237弄1楼,长租,住宅,老洋房,整栋,1室1厅1卫,50平米,太原路237号1栋太原路237弄1楼,6100.0,"['户外空间', '空调', '独卫', 'WIFI']","['太原路473号一楼复式洋房', '可名宿', '可轻办公', '带20平户外院子']",太原路237号
5773,5773,黄浦-人民广场,上海爱上海loveshanghai复式,长租,住宅,老公房,*/4层,1室1厅1卫,63平米,江西中路473弄473号上海爱上海loveshanghai复式,7200.0,"['WIFI', '独卫', '空调', '']","['品牌精装修复式', '苏州河边', '南京东路地铁站南京路步行街6分钟步行距离', '13分钟沿苏州河步行至外滩', '烫金地段']",江西中路473弄473号
5779,5779,浦东-洋泾,巨杨小区精装白领公寓陆家嘴区域交通便利,长租,住宅,老公房,*/6层,1室1厅1卫,38平米,沈家弄路901弄10号巨杨小区精装白领公寓陆家嘴区域交通便利,5500.0,"['空调', '独卫', '阳台', 'WIFI']","['温馨婚房装修', '大金空调', '西门子电器', '索尼电视', '斯林百兰床垫', '家具', '家电俱全', '装修标准超过酒店', '公寓', '小区环境也不错', '房子位于小区中央绿化旁', '不靠马路', '安静舒适', '视野开阔', '陆家嘴楼群一览无遗', '周边交通极为便利', '上下班成本极低', '地铁6号线步行5分钟', '地铁9号线骑车5分钟', '步行5分钟内公交车站有20几条公交线路', '直达浦东', '浦西各主要CBD', '是白领小夫妻居住首选', '小区对面是福外正达', '进才北校步行10分钟', '父母就近陪读', '每天给娃省下1小时', '即签即住']",沈家弄路901弄10号
5803,5803,静安-南京西路,,长租,住宅,老公房,*/4层,1室0厅1卫,34平米,富民路255弄7号,5500.0,"['空调', '独卫']","['公寓位于长乐路', '富民路', '距离轨交1', '2', '7', '10号线步行5分钟', '公寓周边配套设施齐全', '商场', '餐厅', '酒吧', '医院', '公园均近在咫尺']",富民路255弄7号
5809,5809,黄浦-西藏南路,乐安坊,长租,住宅/工作室,新式里弄,*/3层,1室1厅1卫,50平米,淮海中路613弄,10000.0,"['暖气', '户外空间', '']","['刚空出', '独门进出', '随时起租', '地铁13号线1号口']",淮海中路613弄
5814,5814,徐汇-交大,西镇小区,长租,住宅,老公房,*/6层,2室1厅1卫,56平米,法华镇路751弄8号西镇小区,8600.0,"['', '空调', '独卫', '阳台', 'WIFI']","['房子首次出租', '看房随时方便', '新华板块两房一厅', '靠近地铁3号4号线', '延安西路地铁站']",法华镇路751弄8号
5822,5822,徐汇-老法租界,华山路公房,长租,住宅,老公房,*/6层,1室1厅1卫,45平米,华山路413号1栋华山路公房,8600.0,"['空调', '独卫', '阳台']","['精装修', '看房随时']",华山路413号
5824,5824,普陀-曹杨,万业新阶,长租,住宅/工作室,,*/25层,2室1厅2卫,120平米,中山北路1412弄1号万业新阶,12000.0,"['暖气', '', '空调', '独卫', 'WIFI']","['包含物业宽带保洁维修', '24小时管家服务', '随时可以预约看房']",中山北路1412弄1号
5838,5838,浦东-张江,墅外,长租,住宅,别墅,整栋,3室2厅2卫,175平米,川周公路2828弄34号墅外,12000.0,"['暖气', '浴缸', '户外空间', '空调', '独卫', '阳台', 'WIFI']","['品质生活', '从墅外开始', '核心亮点复式房', '小区景观位置', '带车位', '采光充足', '靠近光华贵族学校', '和尚德实验学校', '名校环绕', '四周全玻璃落地窗', '高档小区', '品质生活', '可看东方明珠夜景', '四周全落地窗', '视野开阔', '可看东方明珠夜景', '基本信息该房产位于川周公路2828弄', '属于浦东康桥板块', '房屋总建筑面积175平米', '三室二厅', '房间多可进行合理分配', '房屋朝向南北', '位于顶楼', '复式', '周边配套本房周边有光华贵族学校', '尚德实验学校', '康城学校', '上海中侨职业技术学院等学校', '地铁靠近秀沿路站', '公交方面', '有龙惠专线', '周康10路周康2路', '周康6路周康2路等线路', '房源特色本房为精装', '买下本房您可以省下不少时间', '免去装修烦恼', '拎包即可入住', '采光充足', '室内明亮', '空气流通', '居住条件佳', '诚意出租此房', '看房方便', '欢迎有意向的用户预约看房']",川周公路2828弄34号
5842,5842,徐汇-老法租界,上海新邨,长租,住宅/工作室,新式里弄,*/3层,2室2厅1卫,100平米,淮海中路1487弄35号上海新邨,22000.0,"['独卫', '空调', '阳台']",['上海图书馆附近两房看房提前半天约'],淮海中路1487弄35号
